"respondentid","RCa10","WA01_c","WA02_c","WA03_c","WA04_c","WA07_c","WB01_c","WB04_c","WB05_c","WC03_c","WC04_c","WC05_c","WC06_c","WD01_c","WD02_c","WE01_c","WFa01_c","WFa02_c","WFa03_c","WFb02_c","WFc01_c","WFC02_c","WG01_c","WG02_c","WHb01_c","WHc01_c","WHc02_c","WHd01_c","RD01_c","ABo04_c","ABo05_c","ABo06_c","ABo07_c","ABo08_c","ABo09_c","ABo10_c","ABo11_c","ABo12_c","ABo13_c","ABo14_c","ABo15_c","CA02_c","CBa01_c","CBa02_c","CBb01_c","CCa02_c","CDa05_c","CDb01_c","CDd01_c","CDd04_c","CEa01_c","CFb01_c","EB01_c","EC01_c","ED01_c","EE01_c","KB01_c","KF03_c","MA01_c","MA04_c","MB01_c","MB02_c","MB03_c","SB01_c","SB02_c"
10710948,"Yes","female",45,"some college, no degree","$50,000 to less than $75,000",NA,"working full time","work for someone else","no union members in household","black, african american, or black hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",1,1,"never married",NA,"virginia (va)","rural","no",1,NA,"no",NA,NA,"did not vote for president","very conservative",10,10,5,10,NA,NA,8,998,10,NA,"no",NA,"somewhat better","same","keep taxes as they are","increase regulation","somewhat oppose","keep troops until stable government","strongly oppose","strongly favor","not permitted except for rape, incest, or life risk","more important to keep economy growing","none",4,0,NA,3,NA,"democrat","very conservative","never","strongly disagree","somewhat disagree",NA,NA
10710956,"Yes","male",57,"graduate or professional school after college, no degree","no answer",NA,"working part time","work for someone else","no union members in household","american indian","yes",NA,NA,"once a week","catholic","yes, respondent",1,0,"married",NA,"new jersey (nj)","suburban","yes",2,NA,"yes","no",NA,"kerry","very liberal",5,7,4,5,NA,NA,7,5,6,NA,"no",NA,"somewhat better","somewhat better","none of these","neither","strongly favor","set withdrawal deadline","somewhat favor","strongly oppose","none of these","environment should be top priority","two hours but less than three",7,1,"several hours per day",7,NA,"democrat","moderate","some of the time","strongly disagree","strongly disagree",NA,NA
10710958,"Don't know","female",69,"technical or vocational school after high school","$25,000 to less than $35,000",NA,"retired",NA,"yes, respondent","black, african american, or black hispanic","yes",NA,NA,"more than once a week","protestant","no one in household has served",2,0,"married",NA,"connecticut (ct)","urban","no",1,NA,"no",NA,NA,"kerry","moderate",9,8,7,9,NA,NA,9,8,9,NA,"no","wrong track","somewhat worse","somewhat better","keep taxes as they are","increase regulation",NA,"withdraw as soon as possible","somewhat oppose",NA,"available with stricter limits","more important to keep economy growing","three hours but less than four",0,5,NA,3,NA,"democrat","moderate",NA,NA,NA,5,998
10710993,"Don't know","female",34,"graduate or professional degree","$75,000 to less than $100,000",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",2,2,"married",NA,"nebraska (ne)","urban","yes",1,NA,"yes","yes",NA,"bush","somewhat liberal",6,4,2,5,NA,NA,0,4,4,NA,"no",NA,"somewhat better","same","keep taxes as they are","increase regulation","strongly favor","keep troops until stable government","somewhat favor","strongly favor","not permitted except for rape, incest, or life risk","environment should be top priority","one hour but less than two",0,7,"almost every day",4,NA,"republican","somewhat conservative","some of the time","somewhat disagree","somewhat disagree",NA,NA
10711088,NA,"female",60,"high school diploma or equivalent","$75,000 to less than $100,000",NA,"working part time","work for someone else","no union members in household","no answer","yes",NA,NA,"once a week","no denomination","no one in household has served",1,0,"married",NA,"ohio (oh)","suburban","yes",1,"heterosexual or straight","yes","no",NA,"kerry","moderate",6,8,6,6,NA,NA,8,6,6,NA,"no",NA,"same","same","raise taxes if necessary","increase regulation","strongly favor","withdraw as soon as possible","somewhat favor","strongly favor","available to anyone","environment should be top priority","one hour but less than two",7,4,"at least once per week",4,NA,"independent","moderate","some of the time","somewhat disagree","somewhat disagree",NA,NA
10711293,"No","male",57,"some college, no degree","$50,000 to less than $75,000",NA,"working full time","work for someone else","yes, respondent","other","yes",NA,NA,"few times a year","no denomination","yes, respondent",4,0,"divorced",NA,"maine (me)","rural","yes",1,NA,"yes","no",NA,"kerry","don't know",2,2,0,0,NA,NA,0,1,0,NA,"no","don't know","same","much better","cut taxes","increase competition","somewhat favor","keep troops until stable government","strongly oppose","somewhat favor","not permitted except for rape, incest, or life risk","environment should be top priority","one hour but less than two",7,6,"several hours per day",7,NA,"democrat","somewhat conservative","never","strongly agree","strongly agree",NA,NA
10711424,"Yes","male",44,"graduate or professional degree","$100,000 to less than $150,000",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","no denomination","no one in household has served",2,1,"married",NA,"wisconsin (wi)","urban","yes",2,NA,"no",NA,NA,"kerry","somewhat liberal",9,9,7,8,NA,NA,9,9,9,NA,"no","wrong track","somewhat better","somewhat better","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","somewhat favor","somewhat oppose","available with stricter limits","environment should be top priority","less than one hour",0,7,"almost every day",7,NA,"democrat","somewhat liberal",NA,NA,NA,10,10
10711553,"Don't know","male",45,"four-year college degree","$150,000 or more",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","no denomination","no one in household has served",2,0,"married",NA,"pennsylvania (pa)","suburban","yes",1,NA,"no",NA,NA,"kerry","somewhat liberal",7,7,2,4,NA,NA,6,6,3,NA,"yes","wrong track","same","somewhat better","none of these","increase competition",NA,"keep troops until stable government","somewhat favor","somewhat oppose","available to anyone","environment should be top priority","two hours but less than three",0,5,"several hours per day",5,NA,"republican","moderate",NA,NA,NA,999,999
10711562,NA,"female",49,"graduate or professional degree","$150,000 or more",NA,"working full time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","no denomination","no one in household has served",2,0,"married",NA,"pennsylvania (pa)","suburban","yes",2,NA,"no",NA,NA,"kerry","somewhat liberal",10,10,9,9,NA,NA,10,9,9,NA,"no",NA,"somewhat better","same","keep taxes as they are","increase regulation","somewhat favor","set withdrawal deadline","somewhat favor","strongly oppose","available to anyone","more important to keep economy growing","two hours but less than three",1,7,"several hours per day",7,NA,"independent","somewhat liberal","some of the time","strongly disagree","strongly disagree",NA,NA
10711605,"Yes","male",33,"four-year college degree","$50,000 to less than $75,000",NA,"working full time","work for someone else","yes, respondent","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",1,2,"married",NA,"minnesota (mn)","urban","yes",2,NA,"no",NA,NA,"kerry","moderate",10,10,9,10,NA,NA,9,9,10,NA,"no","wrong track","somewhat worse","same","raise taxes if necessary","increase competition",NA,"withdraw as soon as possible","somewhat favor","strongly oppose","available to anyone","environment should be top priority","two hours but less than three",4,3,"several hours per day",6,NA,"democrat","moderate",NA,NA,NA,5,5
10711611,"No","male",44,"four-year college degree","$50,000 to less than $75,000",NA,"working full time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",1,0,"never married",NA,"alabama (al)","suburban","yes",1,NA,"no",NA,NA,"kerry","very liberal",2,9,0,5,NA,NA,8,4,0,NA,"no",NA,"somewhat better","same","keep taxes as they are","increase competition","strongly favor","keep troops until stable government","somewhat favor","strongly favor","available with stricter limits","more important to keep economy growing","five hours",1,7,"several hours per day",2,NA,"independent","moderate","some of the time","strongly disagree","strongly disagree",NA,NA
10711621,"Yes","female",33,"high school diploma or equivalent","less than $10,000",NA,"homemaker",NA,"no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",1,3,"never married",NA,"minnesota (mn)","rural","yes",1,NA,"yes","no",NA,"did not vote for president","very conservative",998,998,5,8,NA,NA,998,998,10,NA,"no",NA,"much better","much better","cut taxes","increase competition","strongly oppose","withdraw as soon as possible","strongly oppose","strongly favor","not permitted except for rape, incest, or life risk","more important to keep economy growing","three hours but less than four",0,0,"almost every day",0,NA,"independent","somewhat conservative","some of the time","strongly agree","strongly disagree",NA,NA
10711647,"No","female",74,"high school diploma or equivalent","$10,000 to less than $15,000",NA,"retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","no denomination","no one in household has served",1,0,"widowed",NA,"indiana (in)","urban","yes",1,NA,"no answer",NA,NA,"bush","very liberal",7,5,2,4,NA,NA,5,998,10,NA,"yes",NA,"somewhat worse","much better","none of these","increase regulation","strongly favor","set withdrawal deadline","don't know","somewhat favor","not permitted except for rape, incest, or life risk","don't know","none",0,0,"almost every day",3,NA,"republican","somewhat conservative","some of the time","somewhat agree","strongly disagree",NA,NA
10711723,"Yes","female",67,"graduate or professional degree","$100,000 to less than $150,000",NA,"retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","protestant","no one in household has served",2,0,"married",NA,"maryland (md)","suburban","yes",1,NA,"no",NA,NA,"kerry","very liberal",10,10,9,10,NA,NA,10,10,9,NA,"no","wrong track","somewhat better","somewhat better","raise taxes if necessary","don't know",NA,"set withdrawal deadline","somewhat favor",NA,"available to anyone","more important to keep economy growing","three hours but less than four",7,7,"several hours per day",7,NA,"democrat","moderate",NA,"strongly disagree","somewhat disagree",7,7
10711747,"No","female",54,"high school diploma or equivalent","$35,000 to less than $50,000",NA,"homemaker",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","yes, other household member",1,2,"married",NA,"kentucky (ky)","suburban","yes",1,NA,"yes","yes",NA,"bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"yes","wrong track","somewhat better","same","keep taxes as they are","increase competition",NA,"keep troops until stable government","somewhat oppose",NA,"not permitted under any circumstances","more important to keep economy growing","four hours but less than five",5,5,"almost every day",3,NA,"republican","very conservative",NA,"somewhat agree","somewhat agree",5,8
10711757,"Yes","female",28,"graduate or professional degree","$50,000 to less than $75,000",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","no religion / atheist / agnostic","no one in household has served",1,0,"never married",NA,"pennsylvania (pa)","rural","yes",1,NA,"no",NA,NA,"kerry","moderate",6,8,7,6,NA,NA,8,6,5,NA,"no","wrong track","same","same","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","somewhat favor",NA,"available to anyone","environment should be top priority","one hour but less than two",0,0,"almost every day",1,NA,"democrat","very liberal",NA,"somewhat disagree","somewhat disagree",10,10
